market,period,rnd_price,rnd_calories
1,1,0.4741113965052721,-0.5549447651728875
1,1,-0.009957293153034381,1.0669931082932962
1,1,-0.7122281204143837,-0.320668268053165
1,1,-1.2379186463019118,-1.084870417113601
1,1,0.8690003092924689,2.3160801989750985
1,1,0.3148500255426291,-1.2713771182305948
1,1,0.5628599049701638,-0.4596700016843465
1,1,0.810306153963737,0.9045486527267199
1,1,-1.2087654198762245,0.0012209981601394883
1,1,-0.4567051741356498,1.149440423351387
1,1,-0.8403278806280842,-0.33237486276917827
1,1,0.7915046507069109,0.5565058374487091
1,1,-1.087943032252983,-0.6296375690190801
1,1,0.3524031645190033,0.5148669579404603
1,1,0.9493074389310268,-0.31965992749310806
1,1,1.3992471785957998,1.012154600027802
1,1,-0.04005565602224415,-0.9660036597590385
1,1,-1.895494654994451,-1.1307341332408838
1,1,1.151642661312182,-0.06698311721038341
1,1,0.25326464137673926,0.632200837314962
1,1,2.0027237626266006,-0.7315758454224436
1,1,-0.15996779900279146,-0.19628254837985304
1,1,-0.15609978584653278,1.1607808319562078
1,1,1.0303275628308866,-0.6284666993664776
1,1,0.49193332459831984,0.2968275984959247
1,1,1.2532008340015717,-0.15727713675875252
1,1,0.2746186605498503,0.6616721001850702
1,1,-0.6497130118217908,-1.1921156816298764
1,1,-0.08354505641034084,0.06508367815209885
1,1,-0.12206254736844764,-0.8798596693335458
1,1,0.6649700615857366,1.142322811487809
1,1,0.8368501546381444,1.2321014693271557
1,1,0.7901615076109989,-1.3266752589807744
1,1,-0.38134928868015616,0.6916107150776555
1,1,0.32625845102287576,-0.3030999588991192
1,1,-0.2639037240105303,-0.9768923455234018
1,1,1.3423193019180846,-1.5394956085189315
1,1,1.7924031107628333,-0.1510206646136852
1,1,0.4911380416092628,-2.2326598288720447
1,1,0.8913935459230419,-0.5087882018658482
1,1,1.7216994816921216,0.7714521680103205
1,1,-0.6404273664266993,2.1515720264452898
1,1,0.4093330372895569,-0.5760217968854044
1,1,1.1652683686991971,-0.09654439530701406
1,1,-0.8128805037663582,-0.41633557880398947
1,1,0.5249603080450699,0.4330046024254576
1,1,0.8106750453817566,-0.903300059780681
1,1,-0.881987388446271,0.19163683407294038
1,1,0.5083328921485152,0.6562161546031352
1,1,-0.5074348835469458,-0.5110041416903338
1,1,-0.8724880058491524,1.2650393364398165
1,1,0.9944582169121535,-1.0137653597916316
1,1,-1.2426701567662186,-1.277951580909157
1,1,0.7675284341282576,-1.74061278212145
1,1,-1.2306538395537625,-0.3225131723838119
1,1,0.12770993910442394,0.09712514551982943
1,1,-1.2696914467801799,-1.4910063025612224
1,1,-0.8148949787786359,0.8686630715059622
1,1,1.8523208826341102,0.5860353687443526
1,1,0.34136136230067887,-1.3711704788636525
1,1,-1.3182375613913355,-1.1432511176931808
1,1,-0.6842210582181517,-0.42282938561343925
1,1,-1.9270469460223685,-0.6374215139833236
1,1,0.6838906118351739,1.6422998269924787
1,1,1.3986902807297956,0.8773710739564955
1,1,-0.5217351403454487,0.11150184193607451
1,1,0.11536035418811307,0.40938612013899794
1,1,1.358444321415291,0.8232415178663293
1,1,1.9816057665105584,1.8982101798329962
1,1,-0.10208000026301359,-1.6419792196030707
1,1,0.18562206912418117,-0.5181748331259846
1,1,-0.38452511616937807,0.6075612253099612
1,1,-2.087057112850865,1.9180439501156747
1,1,-0.5403121269573922,-0.5068706599642074
1,1,-1.0973673624270035,1.3516592198651127
1,1,1.5892074890506245,2.047983062711599
1,1,2.458280477612063,-0.19585450919669128
1,1,-1.109365297863797,-0.5038704153837841
1,1,-0.40141348660150006,2.2628309730541574
1,1,1.2236879960589466,-1.0898032652486598
1,1,-0.7933549721905493,0.8722099678560854
1,1,0.13091442652241425,-1.135068219156767
1,1,-0.765087050602861,0.7326047607002887
1,1,0.40400279734368033,-1.8426450548164262
1,1,0.223616681718053,-1.2305044882404996
1,1,-0.04722075520217985,-0.11859529651765824
1,1,1.1921023382610412,-0.9024600962851933
1,1,-0.16038274814781078,-0.8502868141110353
1,1,-0.3916778650473957,-2.382688194785016
1,1,2.4066372390498154,0.2449721659643991
1,1,-0.2416732778576248,-0.7847211382940813
1,1,1.1749422847139426,2.524583823063947
1,1,0.9174526899208364,1.4459000066204062
1,1,-0.11528493391129196,0.7249072954909873
1,1,0.5316725035949771,-0.03943871577804769
1,1,-1.9027600689269888,-0.9984048631668406
1,1,1.7999985756526429,0.25058074850585205
1,1,0.5170885075129872,0.033988079456000304
1,1,-0.32771157798390793,0.21943631249715273
1,1,0.403192297524767,1.5245223020539442
2,1,0.8802834814444075,0.9463686465568824
2,1,1.5442910453275505,0.25204158164586743
2,1,0.5491488268760873,-0.11006279877890345
2,1,-1.3500014981079071,0.07040558720262698
2,1,0.8754659242054876,-1.0649290106407836
2,1,-0.3630964444090208,-0.17540983830350487
2,1,0.28956464072130095,0.19131450478411346
2,1,0.4095079668899315,-1.3202443340183199
2,1,-0.15043713846598467,-0.3048666778133902
2,1,-0.4897814099364509,-0.5312339674101061
2,1,-0.017407786063877276,-0.8809586340803812
2,1,-0.33812424827839666,0.9339853095158974
2,1,-1.493926377014845,0.9435054494043122
2,1,0.5263446934812042,1.7065928338882645
2,1,-0.8877931069152989,0.22251420171019173
2,1,-1.3546192105357835,-0.2123850609269342
2,1,-0.5885609532885668,-0.2894854238037748
2,1,0.5626789467087454,-0.8758275516831039
2,1,0.376869346305942,0.14027389573200713
2,1,-0.7999499439577435,-0.29933470977537224
2,1,-0.1275386584826846,-0.5941239861537198
2,1,-1.4245581056489918,-1.6177468912398665
2,1,0.2732822641282761,-0.22814171004262562
2,1,0.3150890405280049,-0.10872226073839686
2,1,-1.4235087414072969,-1.1421290178964087
2,1,0.10987940271637722,0.18570914023737353
2,1,-0.005304465783773928,0.5737923000831029
2,1,1.807380869192148,0.1702996668474475
2,1,0.014493267823869891,-1.7994641912722926
2,1,-0.9779529136178174,0.3545174800408456
2,1,1.4193967922272746,-1.0367961421409015
2,1,0.03627555550474364,-1.8324002406967903
2,1,0.44421872122677625,-0.08834791284637429
2,1,0.7788754263657743,1.1937128940995252
2,1,0.34447708723244597,-1.4660588177939722
2,1,0.40020753860054314,0.016291720231496637
2,1,-0.20385168141827845,0.7055654346698114
2,1,0.566824623548467,1.0496544890353334
2,1,0.23124943822130792,-0.1927306375620947
2,1,1.7388318283520074,-0.038385462411272796
2,1,0.9246685701737892,0.17286533751189961
2,1,-0.10144630369517099,-0.29513839124661295
2,1,1.1403905743832246,0.030414401597481783
2,1,1.7832771374125105,1.4697056283890317
2,1,-0.17032925852189149,-1.6388923915834777
2,1,0.6974711505400464,-2.3693149434260556
2,1,0.9981024754928495,-1.1504666958283751
2,1,-0.17621669261456238,-0.4455540341943113
2,1,-0.05526406124776546,1.1921089442563928
